varnumber,varname,codevalue,valuelabel,frequency,percent
35000,CIPCODE,54.0104,History and Philosophy of Science and Technology,49,0.02
35000,CIPCODE,54.0105,Public/Applied History,88,0.03
35000,CIPCODE,54.0106,Asian History,4,0.0
35000,CIPCODE,54.0108,Military History,18,0.01
35000,CIPCODE,54.0199,"History, Other",103,0.03
31005,MAJORNUM,1.0,First major,282322,93.09
31005,MAJORNUM,2.0,Second major,20970,6.91
35005,AWLEVEL,3.0,Associate's degree,48277,15.92
35005,AWLEVEL,5.0,Bachelor's degree,103943,34.27
35005,AWLEVEL,7.0,Master's degree,44916,14.81
35005,AWLEVEL,17.0,Doctor's degree - research/scholarship,13266,4.37
35005,AWLEVEL,18.0,Doctor's degree - professional practice,3121,1.03
35005,AWLEVEL,19.0,Doctor's degree - other,351,0.12
35005,AWLEVEL,20.0,Certificates of less than 12 weeks,4263,1.41
35005,AWLEVEL,21.0,Certificates of at least 12 weeks but less than 1 year,33594,11.08
35005,AWLEVEL,2.0,Certificates of at least 1 but less than 2 years,29667,9.78
35005,AWLEVEL,4.0,Certificates of at least 2 but less than 4 years,2447,0.81
35005,AWLEVEL,6.0,Postbaccalaureate certificate,14118,4.65
35005,AWLEVEL,8.0,Post-master's certificate,5329,1.76
